Germany (GER)	10	10	6	26
 Unified Team (EUN)	9	6	8	23
 Norway (NOR)	9	6	5	20
 Austria (AUT)	6	7	8	21
 United States (USA)	5	4	2	11
 Italy (ITA)	4	6	4	14
 France (FRA)*	3	5	1	9
 Finland (FIN)	3	1	3	7
 Canada (CAN)	2	3	2	7
 South Korea (KOR)	2	1	1	4
 Japan (JPN)	1	2	4	7
 Netherlands (NED)	1	1	2	4
 Sweden (SWE)	1	0	3	4
 Switzerland (SUI)	1	0	2	3
 China (CHN)	0	3	0	3
 Luxembourg (LUX)	0	2	0	2
 New Zealand (NZL)	0	1	0	1
 Czechoslovakia (TCH)	0	0	3	3
 North Korea (PRK)	0	0	1	1
 Spain (ESP)	0	0	1	1
