Norway (NOR)	4	3	3	10
 Sweden (SWE)	4	3	3	10
 Switzerland (SUI)	3	4	3	10
 United States (USA)	3	4	2	9
 France (FRA)	2	1	2	5
 Canada (CAN)	2	0	1	3
 Austria (AUT)	1	3	4	8
 Finland (FIN)	1	3	2	6
 Belgium (BEL)	1	1	0	2
 Italy (ITA)	1	0	0	1
 Czechoslovakia (TCH)	0	1	0	1
 Hungary (HUN)	0	1	0	1
 Great Britain (GBR)	0	0	2	2
