Country,Gold,Silver,Bronze,Total
USA,45,27,27,99
FIN,14,13,10,37
FRA,13,15,10,38
GBR,9,13,12,34
ITA,8,3,5,16
CHE,7,8,10,25
NOR,5,2,3,10
SWE,4,13,12,29
NLD,4,1,5,10
BEL,3,7,3,13
AUS,3,1,2,6
DNK,2,5,2,9
HUN,2,3,4,9
YUG,2,0,0,2
TCH,1,4,5,10
ARG,1,3,2,6
EST,1,1,4,6
ZAF,1,1,1,3
URY,1,0,0,1
AUT,0,3,1,4
CAN,0,3,1,4
POL,0,1,1,2
HTI,0,0,1,1
JPN,0,0,1,1
NZL,0,0,1,1
PRT,0,0,1,1
ROU,0,0,1,1
